index,cleaned,document_link,abstract,all_authors,pdf_path,title,publisher,year_published,volume,date_uploaded,keywords,start,end,,,,,,,,,
268,,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=437,"Spin and Parity Preservation Lows were used for erzion-nuclear reaction probability analysis. it was shown for instance on some nuclei that not all erzion-nuclear reactions can run with zero spin and in this case cross-sections of such reactions become rather small . This analysis is able to divide all of them by priority degree. As supposed before it was found that erzion-nuclear reactions on deuterium, protium and tritium have best priority degree what is in best accordance with all Cold Fusion experimental results. Some recommendations on best chemical elements for using in Cold Fusion experiments are done .","Bazhutov, Y.",ENECOtheseventh.pdf,Influence of Spin and Parity Preservation Lows on Erzion Model Predictions in Cold Fusion Experiments,The Seventh International Conference on Cold Fusion,"1,998",1,2018-11-26,"theory, Ezrion, ICCF-7",437,440,,,,,,,,,
269,,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=427,"Neutrons were recorded during 20 hours on the level of 30-100010 background excess and statistical reliability from 3 sigma to 12 sigma after 131 hours of ultrasonic cavitation of some salt water solutions and liquid mixtures. The duration of the neutron generation changed in 0,5 - 8 hour period and the neutron intensity ranged up to 10 n/s, the order more than our predecessors achieved. The event trust was confirmed with the impulse spectrum of the He-3 neutron counter.","Bazhutov, Y.; Koretsky, V. P.",ENECOtheseventh.pdf,Neutron Generation at Ultrasonic Cavitation of Some Liquids,The Seventh International Conference on Cold Fusion,"1,998",1,2018-11-26,"neutron, cavitation, Ti, ultrasound ICCF-7",427,436,,,,,,,,,
273,,http://lenr-canr.org/acrobat/ISCMNSproceeding.pdf#page=21,"I describe the history of Erzion Model from its appearance in Cosmic Rays in 1982 and its development to explain the main features of Cold Fusion Experiments.Erzion Model can explain in principle many problems in Astrophysics and Geophysics, such as: 1) Dark matter in Universe; 2) Solar neutrino problem; 3) Jupiter energetic unbalance; 4) Tritium & He3 abundance in volcano products; 5) Ball-lightning & forest fire nature amongst others. . . .","Bazhutov, Y.",ISCMNSproceeding.pdf,Erzion Model Features In Cold Nuclear Transmutation Experiments,Proceedings of the 8th International Workshop on Anomalies in Hydrogen / Deuterium Loaded Metals,"2,007",,2018-08-29,theory,21,35,,,,,,,,,
275,,http://lenr-canr.org/acrobat/BiberianJPjcondensedl.pdf#page=39,"The short review of Cold Nuclear Transmutation investigation for 22 years after its discovery is presented. It is shown the main physical results of Rossi-Focardi and our experiment with the hydrogen loading of various metals. It is proposed the Erzion Model of Catalytic Nuclear Transmutation for theoretical explanation of the generation of excess heat, new chemical elements and isotopes, X-ray and neutron bursts radiation in these experiments.","Bazhutov, Y.",BiberianJPjcondensedl.pdf,Erzion model interpretation of the experiments with hydrogen loading of various metals,J. Condensed Matter Nucl. Sci.,"2,014",13,2014-10-27,Theory,39,77,,,,,,,,,
276,,http://lenr-canr.org/acrobat/BiberianJPjcondensedl.pdf#page=29,"The installation permitting to investigate gamma, x-ray and neutron radiations emitted by metals loaded with protium-deuterium mixture at temperature up to 750??C and pressure up to 100 bars is created. It was discovered that LaNi5 powder, nickel and beryllium are radiated presumably X-rays and neutrons. Radiation emission occurs in the form of short bursts or series of bursts lasting up to several tens minutes.","Bazhutov, Y.; Belousova, E.; Koretsky, V. P.; Parkhomov, A.",BiberianJPjcondensedl.pdf,"Investigation of Radiation Effects in Loading Ni, Be and LaNi5 by Hydrogen",J. Condensed Matter Nucl. Sci.,"2,014",13,2014-10-27,gamma radiation.,29,38,,,,,,,,,
277,,http://lenr-canr.org/acrobat/BiberianJPjcondensedr.pdf#page=18,"A series of experiments with light irradiation of saltwater solutions and alkalis in special vessels was performed. The sources of irradiation were: a Light Emitting Diode (LED) lamp, a matrix of LEDs, and a laser. All of them were in the red wavelength. Possible calorimetric diagnostics and nuclear radiation (gamma rays, X-rays, and neutrons) were monitored. Liquid scintillation diagnostics of tritium were used. Gamma-ray radiation detection with an NaI scintillation detector, and X-ray radiation detection with Geiger counters was performed. No such radiation was observed. Excess heat was not detected in any experiment. Neutrons were measured with help of 3He counters placed in a paraffin barrel. Small neutron emissions (up to 100 neutrons) was observed in the form of a series of short bursts (lasting a few milliseconds) during some minutes at the background level. The generation of tritium after LED lamp and matrix of LEDs irradiation of water solutions LiOH and Na2CO3has been demonstrated in some experiments.","Bazhutov, Y.; Gerasimove, A.; Evmenenko, V.; Koretskiy, V.; Parkhomov, A.; Sapozhnikov, Y.",BiberianJPjcondensedr.pdf,Calorimetric and Radiation Diagnostics of Water Solutions Under Intense Light Irradiation,J. Condensed Matter Nucl. Sci.,"2,016",19,2016-12-19,"Calorimetry, Erzion model, Gamma-ray, Neutrons, Red light irradiation, Tritium,Water solutions, X-ray",18,24,,,,,,,,,
281,,http://lenr-canr.org/acrobat/BeaudetteCexcessheat.pdf,"This document contains extracts from the book, and the author?s description of the book: This book tells the history of the strangest event in modern science. In 1989 the University of Utah announced a new experiment by electrochemists Professors Martin Fleischmann and Stanley Pons that demonstrates table top nuclear fusion at extremely low levels, and substantial anomalous (unexplained, excess) heat energy (power) with no dangerous radiation. This story, written for the college reader without scientific training, presents the abundant replication of excess heat results by many laboratories in several countries. Excess heat research, referred to as cold fusion research, is presently an empirical science known as low energy nuclear reactions (LENR). While the book illustrates much progress, the specific reactions that produce the heat energy still await discovery. . .","Beaudette, C. G.",BeaudetteCexcessheat.pdf,Excess Heat: Why Cold Fusion Research Prevailed,Oak Grove Press,"2,002",,2011-02-15,history book,,,,,,,,,,,
282,,http://lenr-canr.org/acrobat/BeaudetteCresponseto.pdf,"During 2004, the Office of Science of the U. S. Department of Energy (DOE/OS) initiated and completed a peer-review of the field in science known as cold-fusion research (CFR). The DOE/OS selected eighteen Reviewers for their expertise in the relevant scientific specialties. Remaining largely anonymous, they studied a collection of papers about the field selected and prepared by several of the scientists who have been active in CFR for the past sixteen y ears. Those scientists also presented selected accomplishments to some of the Reviewers during a one day meeting. The following three questions (paraphrased) were asked of the Reviewers: (1) Is there evidence of low-energy-nuclear-reactions (LENR), (2) do such reactions really occur, and (3) should research efforts be continued?","Beaudette, C. G.",BeaudetteCresponseto.pdf,Response to the DOE/2004 Review of Cold-Fusion Research,Oak Grove Press,"2,005",,2005-03-27,Review,,,,,,,,,,,
284,,http://lenr-canr.org/acrobat/SIFthescience.pdf#page=114,"Following our recently reported observation of intense bursts of charged particles from deuterium gas load thin Titanium foils, we conducted a relatively exhaustive analysis of the samples involved in this study .in order to better understand the gas loading process, to characterize the elemental and structural properties of the samples, and to ascertain, if possible, any differences between those samples which evinced particle bursts and those which did not. . . .","Beddingfield, D. H.; Cecil, F. E.; Galovich, C. S.; Liu, H.; Asher, S.",SIFthescience.pdf,Characterization of Charged Particle Bursts from Deuterium Loaded Thin Titanium Foils,"Second Annual Conference on Cold Fusion, ""The Science of Cold Fusion""","1,991",1,2018-11-16,"Ti, D2, particle emission, lattice parameter, metallurgy, loading, ICCF-2",114,119,,,,,,,,,
285,,http://lenr-canr.org/acrobat/BeeneJcritiqueof.pdf,"The following critique of Dr. Edmund Storms? recent observations and theory, ""Cold Fusion from a Chemist?s Point of View,"" can be called un-critical, in the sense that his arguments appear to be fully defensible, at least within a narrow focus. There is little to dispute within what Storms presents -- but the problem, if there is one, goes to the validity of any underlying premise of simplification, which can be called ""parsimony"" or ""Ockham?s razor.""","Beene, J.",BeeneJcritiqueof.pdf,"Critique of ""Cold Fusion from a Chemist?s Point of View""",Infinite Energy,"2,013",,2015-01-14,"theory, critique",,,,,,,,,,,
291,,http://lenr-canr.org/acrobat/BeitingEinvestigat.pdf,Experimental work was undertaken to reproduce a specific observation of the gas-phase Anomalous Heat Effect (AHE)*.  This task required the production of a quantity of heat energy by a mass of material so small that the origin of the energy cannot be attributable to a chemical process.  The gas-phase form of AHE is difficult to reproduce and hence lacks a measure of credibility.  The goal is to enhance its credibility by reproducing results first demonstrated in Japan and later reproduced in the U.S. by a solitary investigator.  The technique heated nanometer-sized Ni:Pd particles (20:1 molar ratio) embedded in micron-sized particles of an inert refractory of ZrO2. It was not within the purview of this work to investigate the physical origin of the AHE effect or speculate on its source.,"Beiting, E.",BeitingEinvestigat.pdf,Investigation of the nickel-hydrogen anomalous heat effect,Report No. ATR-2017-01760,"2,017",,2018-06-15,"excess heat, calorimeter, nickel, palladium, zirconium",,,,,,,,,,,
292,,http://lenr-canr.org/acrobat/BiberianJPjcondensedzb.pdf#page=50,Instrumentation developed to measure heat power from a high-temperature reactor for experimental trials lasting several weeks is being applied to gas-phase Ni/H2 LENR. We developed a reactor that can maintain and record temperatures in excess of 1200? C while monitoring pressures exceeding 7 bar. This reactor is inserted into a flowing-fluid calorimeter that allows both temperature rise and flow rate of the cooling fluid to be redundantly measured by different physical principles. A computerized data acquisition system was written to automate the collection of more than 20 physical parameters with simultaneous numerical and dual graphical displays comprising both a strip chart and complete history of key parameters. Initial studies of the absorption of light hydrogen (H2) by nickel are presented.,"Beiting, E.; Romein, D.",BiberianJPjcondensedzb.pdf,High-temperature Calorimetric Measurements of Heat for Ni/H2 Exothermic Reactions,J. Condensed Matter Nucl. Sci.,"2,019",29,2020-07-30,"Anomalous heat, Gas loading, Gas-phase LENR, High-temperature calorimetry, High-temperature cell, High-temperature hydrogen permeation, Hydrogen gas, Nickel-hydrogen absorption, Parkhomov replication",50,60,,,,,,,,,
300,,http://lenr-canr.org/acrobat/BemporadEintegrated.pdf,"At present, mechanical characterisation of engineered surfaces is gaining more and more interest for the growing industrial application of surface modification and coating techniques, which are usually applied to improve either surface mechanical or functional performances (i.e hardness, load bearing capacity, wear resistance, surface free energy and chemical reactivity, electrical resistivity, thermal conductivity, . . .).Furthermore, it has to be considered that the development of nanostructured materials and the growing use and application of nano-systems and nano-structures make the use of advanced procedures for nano-scale mechanical characterisation strictly necessary; in other cases, mechanical behaviour can be strongly influenced by microstructural and size effects (grain size, defects, interfaces, porosity,?), so multi-scale characterisation procedures are strongly needed for a determination of the correct correlation function among process parameters, surface properties and in-service performances.","Bemporad, E.; Sebastiani, M.; Palmieri, V.; Deambrosis, S.",BemporadEintegrated.pdf,Integrated Approach for High Resolution Surface Characterisation: Coupling Focused Ion Beam with Micro and Nano Mechanical Tests (PowerPoint slides),15th International Conference on Condensed Matter Nuclear Science,"2,009",,2010-06-08,materials,,,,,,,,,,,
301,,http://lenr-canr.org/acrobat/ViolanteVproceeding.pdf#page=219,"In the present paper, we will give a brief overview about the synergic use of two high resolution techniques with focus on applications on thin coatings: Focused Ion Beam (coupled with electron beam) imaging, milling and deposition technique (briefly called FIB) and Nanoindentation. After a basic description of both techniques (architecture, probe-sample interaction basics and operation modes), we will demonstrate effectiveness of this approach for microstructural investigation on very small samples without any sample preparation or preprocessing by presenting two case studies:(i) Analysis of residual stresses of engineered surfaces by coupling focused ion beam controlled material removal and nanoindentation testing, and(ii) Nano-mechanical characterization of sputtered niobium thin films for application in accelerating cavities.","Bemporad, E.; Sebastiani, M.; Palmieri, V.; Deambrosis, S.",ViolanteVproceeding.pdf,Integrated approach for high resolution surface characterization: coupling focused ion beam with micro and nano mechanical tests,15th International Conference on Condensed Matter Nuclear Science,"2,009",,2013-08-05,,219,225,,,,,,,,,
309,,http://lenr-canr.org/acrobat/BensonTcalorimetr.pdf,"IntroductionThis work aims to develop a ""family"" of low-powered calorimetrically-accurate glow discharge units, similar to that reported by Dardik, et al. at ICCF-10, and to use these to test a wide range of cathode materials, electrode coatings, gas types, gas pressures, and power input levels.? We will describe the design and calibration of these units.The strategy is to use a large number of very similar units so that the calorimetric response does not vary significantly for a given power level.? The design is metal or sealed glass cylindrical tubes, charged with 0.4 to 50 torr mixtures of deuterium, hydrogen, argon, or helium gases.? Units operate from 0.2 watt to >2 watt power input.? The units have low mass (<400 grams) to enhance their sensitivity to excess heat, and they are designed to allow visual observation of the discharge, on-line spectroscopic analysis of the gas to follow any changes in composition, and replication of the geometry and thermal mass during numerous changes in electrode composition. . . .","Benson, T.; Passell, T. O.",BensonTcalorimetr.pdf,Calorimetry of Energy-Efficient Glow Discharge - Apparatus Design and Calibration,Eleventh International Conference on Condensed Matter Nuclear Science,"2,004",,2005-05-09,"glow discharge, calorimetry",,,,,,,,,,,
316,,http://lenr-canr.org/acrobat/Bernardinianomalouse.pdf,"This investigation emphasizes the heat output (~1 W) measured at open circuit after the electrolysis of 0.6 M K2CO3 in D2O on titanium. This thermal phenomenon decayed slowly over the course of several days. ""Post-mortem"" γ-spectroscopy analysis of the Ti samples cathodized in D2O evidenced transient γ-emissions which cannot be attributed to impurities of the electrolytic system.","Bernardini, M.; Manduchi, C.; Mengoli, G.; Zannoni, G.",Bernardinianomalouse.pdf,Anomalous Effects Induced by D2O Electrolysis of Titanium,8th International Conference on Cold Fusion,"2,000",1,2005-10-18,"Ti, D2O, electrolysis, heat, transmutation, ICCF-8",,,,,,,,,,,
317,,http://lenr-canr.org/acrobat/BiberianJPjcondensedj.pdf#page=13,"Modern science considers properties of radioactive decay as intrinsic characteristics of each isotope that cannot be affected by changes in the surroundings. Here, we present an approach for stimulation of nuclear transmutation reactions leading to accelerated destruction of radioactive isotopes that allows expedited disposal of radioactive materials.","Bernstein, L. A.",BiberianJPjcondensedj.pdf,Destruction of Radioactivity by Stimulation of Nuclear Transmutation Reactions,J. Condensed Matter Nucl. Sci.,"2,013",11,2013-04-23,"Destruction of radioactivity, Nuclear transmutation reactions, Radioactive waste disposal, Thermal desorption, Tritium",13,19,,,,,,,,,
319,,http://lenr-canr.org/acrobat/BertalotLanalysisof.pdf,"INTRODUCTIONThe origin of the excess heat developed during the electrolysis of heavy water in ""Cold Fusion"" cells is up to now open to question. The necessary presence of deuterium suggests that fusion reactions can be partially or totally responsible for the generation of excess heat.Experience has shown neutron emission to be sporadic and very weak; on the other hand tritium was found in small but detectable amounts. Moreover if tritium accumulates in the solution it can be comfortably measured postmortem.Two experimental campaigns were performed:The first one in Frascati having as main objective the detection of tritium excess. Particular care was exerted to avoid any tritium and hydrogen contamination.The second one at the Texas A & M University in the framework of a scientific collaboration, having as objective the excess of heat and tritium measurement.","Bertalot, L.; Bettinali, L.; De Marco, F.; Violante, V.; De Logu, P.; Dikonimos, T.; La Barbera, A.",BertalotLanalysisof.pdf,Analysis of Tritium and Heat Excess in Electrochemical Cells With Pd Cathodes,"Second Annual Conference on Cold Fusion, ""The Science of Cold Fusion""","1,991",1,2003-04-30,"Pd, D2O, heat+, tritium-, neutron-, electrolysis, pulse loading, ICCF-2, negative",,,,,,,,,,,
320,,http://lenr-canr.org/acrobat/IkegamiHthirdintera.pdf#page=106,"The production of heat excess (HE) in electrolytic cells with heavy water and palladium cathodes is, in cold fusion, the experiment that has had more confirmations, even though still doubts are cast on its nuclear origin. Furthermore, the correlation of HE with some features of the experiment seemed to be well established, the most convincing of which is the threshold of the D/Pd ratio. What is yet not quite clear is how to obtain a high D/Pd ratio, since this feature seems to depend both on the material and on the procedures adopted for the electrolysis. In this paper we will propose a novel approach to this problem, which permits us to correlate HE with other features of the experiment. In particular, we try to study the transport of matter across the palladium lattice during the electrolysis. A model proposed by two of us (ADN and VV), and presented at this Conference, helps to interpret the experimental results, and gives interesting hints for future research.","Bertalot, L.; De Marco, F.; De Ninno, A.; La Barbera, A.; Scaramuzzi, F.; Violante, V.; Zeppa, P.",IkegamiHthirdintera.pdf,Study of Deuterium Charging in Palladium by the Electrolysis of Heavy Water: Search for Heat Excess and Nuclear Ashes,"Third International Conference on Cold Fusion, ""Frontiers of Cold Fusion""","1,992",1,2018-12-04,"Pd, D2O, heat+., electrolysis, oneside electrolysis, ICCF-3, D2",106,112,,,,,,,,,
323,,http://lenr-canr.org/acrobat/PonsSproceeding.pdf#page=49,"Continuing the research activity on heat excess detection during the electrolysis of heavy water with palladium (Pd) cathodes, previously reported at ICCF3 and ICCF4, new experiments have been performed with success. In one of them it was also possible to correlate the power excess production with other parameters of the experiment: its description will be the subject of this communication.","Bertalot, L.; De Ninno, A.; De Marco, F.; La Barbera, A.; Scaramuzzi, F.; Violante, V.",PonsSproceeding.pdf,Power Excess Production in Electrolysis Experiments at ENEA Frascati,5th International Conference on Cold Fusion,"1,995",1,2018-11-26,"D2O, Pd, electrolysis, heat+ surface effect gamma phase ICCF-5 phase diagram",49,56,,,,,,,,,
328,,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=22,"In recent years the photothermal techniques have been successfully applied to investigate the thermal properties of solid samples subjected to a surface treatment [ 1 ] . In many cases the treatment causes a microstructural change and, consequently, a change of the surface thermal properties. In the pal1adium-hydrogen compounds the loading process generates both a high hydrogen concentration and a high concentration gradient at the surface which creates a stress field [2] . Such a situation could inhibit the heat conduction and diffusion because of the production of defects and dislocations [3]. In this sense the thermal diffusivity may be correlated to the hydrogen concentration providing a supplementary information about the quality of the loading processes.","Bertolotti, M.; Liakhou, G. L.; Li Voti, R.; Paoloni, S.; Sibilia, C.; Violante, V.",ENECOtheseventh.pdf,Nondestructive Evaluation of the Thermal Properties of Palladium-Hydrogen Compounds by Photothermal Techniques,The Seventh International Conference on Cold Fusion,"1,998",1,2018-11-26,"thermal conductivity, PdH, resistivity ICCF-7",22,31,,,,,,,,,
339,,http://lenr-canr.org/acrobat/PonsSproceeding.pdf#page=65,"We show evidence that solid state electrolytes can be used successfully in ""cold fusion"" experiments. We describe in this work that LaAI03 single crystals loaded with deuterium produce excess heat up to 10 times the amount of electrical power applied. No significant amount of neutrons has been detected.","Biberian, J. P.",PonsSproceeding.pdf,Excess Heat Measurement in AlLaO3 Doped with Deuterium,5th International Conference on Cold Fusion,"1,995",1,2018-11-26,"proton conductor, heat",65,72,,,,,,,,,
340,,http://lenr-canr.org/acrobat/BiberianJPelectrolys.pdf,"We have measured excess heat in solid state electrolytes, namely Lao.9sA103, in deuterium gas atmospheres. We have shown that an excess heat of 50 mW is observed at 550?C, with an input power of 2 mW. However, at 620 C, a temperature decrease has been observed. Those results have been obtained with ceramics, and attempts to do the same with single crystals have fai1ed so far. We believe that both positive and negative tempterature changes cannot be explained by a chemical reaction within the crystal.","Biberian, J. P.; Lonchampt, G.; Bonnetain, L.; Delepine, J.",BiberianJPelectrolys.pdf,Electrolysis of LaAlO3 Single Crystals and Ceramics in a Deuteriated Atmosphere,The Seventh International Conference on Cold Fusion,"1,998",1,2016-09-19,"heat, solid state electrlytes, ICCF-7",,,,,,,,,,,
341,,http://lenr-canr.org/acrobat/BiberianJPrapportsur.pdf,"1 - Introduction La neuvieme conference internationale sur la fusion froide ICCF9 s'est tenue a Pekin en Chine, du 20 au 24 mai. Une centaine de personnes de 15 nationalites differentes y ont participe. Elle etait organisee par le Professeur Xing Z. Li, de l'Universite de Tsinghua. Ce fut l'occasion de prendre connaissance des derniers developpements sur le sujet. . . .","Biberian, J. P.",BiberianJPrapportsur.pdf,"Rapport sur L'International Conference on Cold Fusion ICCF9 Pekin, Chine, 20-24 mai 2002",CRMC2-CNRS,"2,002",,2002-10-16,"Trip Report, ICCF9, history",,,,,,,,,,,
342,,http://lenr-canr.org/acrobat/BiberianJPdeuteriumg.pdf,"ABSTRACT A palladium foil cathode, 50 mm in diameter, 100 ?m thick is placed between two anodic palladium foils of same dimensions. A proton conductor layer (poly-ethyleneoxide) (PEO) and phosphoric acid) is deposited between the cathode and the two anodes. The system is placed in a chamber filled with deuterium gas, at a temperature of 75?C. At first, deuterium fills the two anodes up to D/Pd = 0.48 measured by pressure decrease. Then a voltage is applied between cathode and anodes, and the cathode gets loaded by D+ electrochemical migration through the solid state electrolyte. Correspondingly, the pressure decreases. Loadings of up to 0.73 have been obtained. When voltages are reversed, the cathode deloads, and the pressure in the chamber increases. This method is well suited to measure over-potentials and absolute loadings. The input power is very low, since the production of D+ ions entering the cathode is close to 100% whereas in liquid electrolyte cells, a small fraction of the ions produced is absorbed by the cathode. Therefore excess heat measurement is easily detected.","Biberian, J. P.; Lonchampt, G.",BiberianJPdeuteriumg.pdf,Deuterium Gas Loading of Palladium Using a Solid State Electrolyte,"The 9th International Conference on Cold Fusion, Condensed Matter Nuclear Science","2,002",,2002-08-15,"Pd, D2, heat loading, ICCF-9",,,,,,,,,,,
343,,http://lenr-canr.org/acrobat/BiberianJPcondensedm.pdf,"The discovery of ""Cold Fusion"" has been announced officially by a press conference on March 23rd 1989 at the University of Utah in Salt Lake City. The shock wave produced by the Pons and Fleischmann announcement is probably unique in history, due to the fact that emails and fax machines helped propagate the good and the bad news altogether at light speed. Hundreds laboratories around the world immediately tried to replicate the experiment. However, details of it were not well known and doing electrochemistry and calorimetry altogether is a difficult art and takes time to master. Therefore most nuclear scientists tried to detect the assumed accompanying radiations produced by the well known reaction D+D producing either He-3 and a neutron or tritium and a proton with equal probability.","Biberian, J. P.",BiberianJPcondensedm.pdf,Condensed Matter Nuclear Science: Cold Fusion,Ann. Fond. Louis de Broglie,"2,004",29,2010-09-30,review,,,,,,,,,,,
346,,http://lenr-canr.org/acrobat/BiberianJPexcessheatd.pdf,"Abstract: We have developed a mass flow calorimeter enabling us to measure accurately excess heat production during deuterium diffusion through the walls of palladium tubes. The experiment consists usually of a palladium tube 10 cm long, 2mm outer diameter with 200 μm thick walls, and closed at one end. Deuterium gas is introduced in the tube at various pressures, and temperatures and diffuses out through the walls of the tube. The tube, heated by a resistor, is positioned inside a reactor cell which is a small vacuum chamber. The reactor cell is positioned inside a second vacuum chamber. The outer walls of the vacuum chamber are water cooled. Thermal energy is determined by measuring inlet and outlet temperatures and water mass flow. The energy yield of this calorimeter is 95-98 % depending on input power.","Biberian, J. P.; Armanet, N.",BiberianJPexcessheatd.pdf,Excess Heat Production During Diffusion Of Deuterium Through Palladium Tubes,Proceedings of the 8th International Workshop on Anomalies in Hydrogen / Deuterium Loaded Metals,"2,007",,2008-02-20,"gas loading, excess heat",,,,,,,,,,,
347,,http://lenr-canr.org/acrobat/BiberianJPexcessheatc.pdf,"Following the work by several researchers we have undertaken experiments with deuterium gas flowing through the walls of a palladium tube. Tubes were heated at various temperatures and either filled with palladium powder or palladium compounds or empty. Our mass flow calorimeter enables us to accurately measure excess heat production. We usually used palladium tubes 10 cm long, 2 mm outer diameter with 200 ?m thick walls, and closed at one end. Deuterium gas is introduced in the tube at various pressures, and temperatures and diffuses out through the walls of the tube. Thermal energy is determined by measuring inlet and outlet temperatures of cooling water and its mass flow. The energy yield of this calorimeter is 95-98% depending on input power. Our best result so far is an excess heat of 3 W with an input power of 47 W using an oxidized palladium tube filled with palladium powder. In addition to these results we describe an experiment where temperature oscillations have been measured, indicating the importance of temperature in excess heat production.","Biberian, J. P.; Armanet, N.",BiberianJPexcessheatc.pdf,Excess Heat During Diffusion of Deuterium Through Palladium,The 13th International Conference on Condensed Matter Nuclear Science,"2,007",,2008-03-11,"gas loading, excess heat",,,,,,,,,,,
348,,http://lenr-canr.org/acrobat/BiberianJPjcondensed.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensed.pdf,J. Condensed Matter Nucl. Sci.,,"2,007",1,2010-08-27,,,,,,,,,,,,
349,,http://lenr-canr.org/acrobat/BiberianJPcondensedma.pdf,"Seventeen years after the announcement by Professors Stanley Pons and Martin Fleischmann of the discovery of cold fusion in March 1989, the scientific community does not acknowledge this field as a genuine scientific research theme. However, the scientific demonstration of cold fusion was made long ago by showing the evidence of excess heat production in electrolytic cells and other devices. Also, nuclear ashes have been observed, mainly the formation of helium-4 along with the production of excess heat. What makes this field difficult to accept is the lack of the usual particle emission observed in nuclear science or high-energy physics. In some instances low-level neutron production, X-ray emission and transmutation of elements have been measured. At this point there is no satisfactory theory explaining the unique characteristics of condensed matter nuclear science. Many models have been proposed, several of them using textbook physics.","Biberian, J. P.",BiberianJPcondensedma.pdf,Condensed matter nuclear science (cold fusion): an update,Int. J. Nucl. Energy Sci. Technol.,"2,007",3,2010-09-30,"cold fusion, condensed matter nuclear science, low-energy nuclear reaction, excess heat, transmutations",,,,,,,,,,,
351,,http://lenr-canr.org/acrobat/BiberianJPanupdateon.pdf,"ABSTRACT. The discovery of Cold Fusion was announced on March 23, 1989 at a press conference at the University of Utah in Salt Lake City. The two discoverers: Stan Pons and Martin Fleischmann described their electrochemical device that produces more heat than the electric energy used to run it. Since then lot of progress has been made, and it is more and more obvious that this phenomenon now named Condensed Matter Nuclear Science is a genuine scientific research field with many important potential applications. It is the purpose of this paper to present an update of the worldwide research.","Biberian, J. P.; Armanet, N.",BiberianJPanupdateon.pdf,An update on Condensed Matter Nuclear Science (cold fusion),Ann. Fond. Louis de Broglie,"2,008",33,2013-01-28,review,,,,,,,,,,,
353,,http://lenr-canr.org/acrobat/BiberianJPjcondenseda.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondenseda.pdf,J. Condensed Matter Nucl. Sci.,,"2,009",2,2010-08-27,,,,,,,,,,,,
354,,http://lenr-canr.org/acrobat/BiberianJPunexplaine.pdf,"While running an electrochemical cell designed to measure excess heat with a hollow palladium cathode and a platinum wire anode in heavy water, an explosion occurred. The Dewar that contained the experiment shattered. It is unlikely that the explosion was due to a deuterium oxygen recombination explosive reaction, since the cell was open, the amount of deuterium and oxygen gas was very limited in the cell and any pressure created by recombination should have escaped through the unsealed open end of the cell. It is very likely that under some not yet understood conditions, chain reactions occur in highly loaded palladium samples giving rise to an explosion. Several experimentalists before have already observed this same phenomenon.","Biberian, J. P.",BiberianJPunexplaine.pdf,Unexplained Explosion During an Electrolysis Experiment in an Open Cell Mass Flow Calorimeter,J. Condensed Matter Nucl. Sci.,"2,009",2,2009-05-14,"explosion, Pd, D2O",,,,,,,,,,,
355,,http://lenr-canr.org/acrobat/BiberianJPjcondensedb.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedb.pdf,J. Condensed Matter Nucl. Sci.,,"2,010",3,2010-08-27,,,,,,,,,,,,
356,,http://lenr-canr.org/acrobat/BiberianJPjcondensedc.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedc.pdf,J. Condensed Matter Nucl. Sci.,,"2,011",4,2014-09-13,,,,,,,,,,,,
357,,http://lenr-canr.org/acrobat/BiberianJPjcondensedd.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedd.pdf,J. Condensed Matter Nucl. Sci.,,"2,011",5,2012-09-21,,,,,,,,,,,,
358,,http://lenr-canr.org/acrobat/BiberianJPjcondensede.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensede.pdf,J. Condensed Matter Nucl. Sci.,,"2,012",6,2014-09-13,,,,,,,,,,,,
359,,http://lenr-canr.org/acrobat/BiberianJPjcondensedf.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedf.pdf,J. Condensed Matter Nucl. Sci.,,"2,012",7,2012-09-21,,,,,,,,,,,,
360,,http://lenr-canr.org/acrobat/BiberianJPjcondensedf.pdf#page=16,"In this review paper, it is shown that in biological systems, chemical elements can be transmuted into other elements. These facts have been established since the early 19th century, but they have been ignored by established science ever since. The purpose of this work is to show how during the past two centuries, a number of experimentalists have questioned the mass conservation law established by Antoine Lavoisier [1] for chemical reactions. They have proved experimentally in plants, bacteria and other living organisms, some elements are transmuted into other elements.","Biberian, J. P.",BiberianJPjcondensedf.pdf,Biological Transmutations: Historical Perspective,J. Condensed Matter Nucl. Sci.,"2,012",7,2012-09-21,"Biological transmutations, Cold fusion, History, LENR",16,30,,,,,,,,,
361,,http://lenr-canr.org/acrobat/BiberianJPjcondensedg.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedg.pdf,J. Condensed Matter Nucl. Sci.,,"2,012",8,2012-09-21,,,,,,,,,,,,
